(8098, 'motive', ['1', '2', '4'])
(10820, 'rustic', ['3', '3', '4'])
(9175, 'philanthropist', ['11', '2', '4'])
(4116, 'election', ['6', '0', '3'])
(6418, 'independence', ['2', '2', '3'])
(2497, 'condemnation', ['10', '3', '5'])
(10756, 'rote', ['11', '3', '5'])
(5270, 'gainful', ['4', '2', '3'])
(1121, 'bearded', ['3', '4', '8'])
(13972, 'worship', ['6', '0', '2'])
(9445, 'porridge', ['6', '0', '5'])
(8649, 'ordeal', ['11', '2', '4'])
(6679, 'intelligible', ['6', '0', '3'])
(12551, 'terrorism', ['1', '2', '5'])
(12551, 'terrorism', ['10', '2', '5'])
(11240, 'shellfish', ['5', '2', '5'])
(11240, 'shellfish', ['8', '2', '5'])
(13246, 'uninspired', ['6', '0', '3'])
(6279, 'impolite', ['9', '2', '5'])
(9415, 'pond', ['2', '3', '5'])
(7435, 'lose', ['5', '2', '5'])
(6540, 'ingredient', ['11', '2', '5'])
(6540, 'ingredient', ['5', '2', '5'])
(1280, 'blackness', ['1', '7', '8'])
(3947, 'drought', ['3', '3', '5'])
(1228, 'bier', ['1', '4', '5'])
(6891, 'jaws', ['5', '2', '3'])
(6932, 'journey', ['6', '0', '5'])
(8499, 'obtainable', ['7', '3', '6'])
(10191, 'recline', ['12', '2', '5'])
(972, 'backbone', ['11', '3', '4'])
(10183, 'reciprocity', ['6', '0', '4'])
(9736, 'prohibited', ['10', '3', '5'])
(2857, 'covet', ['4', '3', '5'])
(10431, 'reparation', ['6', '0', '4'])
(3596, 'disastrous', ['1', '8', '15'])
(6309, 'improvised', ['6', '0', '4'])
(13613, 'vinegar', ['11', '3', '5'])
(13771, 'waver', ['5', '3', '3'])
(6937, 'joyous', ['12', '3', '5'])
(7746, 'meditate', ['6', '0', '2'])
(5087, 'forgiven', ['11', '3', '4'])
(7806, 'mesa', ['3', '4', '5'])
(4002, 'dusty', ['5', '3', '5'])
(8197, 'mystical', ['6', '0', '3'])
(102, 'accountant', ['4', '5', '9'])
(3588, 'disappointment', ['1', '2', '5'])
(12474, 'technology', ['6', '0', '5'])
(10176, 'recession', ['10', '2', '5'])
(2884, 'cranium', ['11', '2', '5'])
(167, 'addiction', ['1', '2', '3'])
(13448, 'vacuous', ['11', '3', '3'])
(12835, 'tramp', ['3', '3', '4'])
(5384, 'ghastly', ['6', '0', '3'])
(11298, 'showing', ['11', '2', '4'])
(4587, 'explode', ['10', '4', '4'])
(2438, 'composite', ['6', '0', '5'])
(4206, 'empower', ['6', '0', '4'])
(1431, 'botany', ['4', '3', '3'])
(7221, 'lender', ['6', '0', '5'])
(8661, 'organist', ['6', '0', '4'])
(6414, 'indemnity', ['6', '0', '4'])
(10716, 'robe', ['11', '3', '3'])
(12530, 'tenuous', ['9', '2', '5'])
(1218, 'biased', ['12', '2', '3'])
(6604, 'insect', ['4', '2', '5'])
(13719, 'waltz', ['6', '0', '3'])
(6334, 'inattention', ['12', '2', '5'])
(1314, 'blink', ['6', '0', '3'])
(12622, 'thoroughbred', ['3', '2', '4'])
(4698, 'fame', ['12', '2', '4'])
(2368, 'communication', ['6', '0', '3'])
(2368, 'communication', ['6', '0', '3'])
(10753, 'rotary', ['6', '0', '4'])
(8504, 'occasion', ['4', '2', '4'])
(3123, 'darkened', ['1', '4', '4'])
(12140, 'subway', ['5', '2', '5'])
(12140, 'subway', ['2', '2', '5'])
(11575, 'snowflake', ['11', '5', '6'])
(2024, 'cherish', ['6', '0', '1'])
(8468, 'oblique', ['6', '0', '5'])
(7839, 'mew', ['6', '0', '3'])
(9586, 'prepared', ['6', '0', '5'])
(5748, 'hardy', ['6', '0', '3'])
(119, 'accustomed', ['6', '0', '4'])
(7034, 'knight', ['11', '2', '5'])
(7801, 'merit', ['2', '3', '4'])
(525, 'animate', ['8', '3', '13'])
(11814, 'squeak', ['4', '2', '5'])
(7923, 'misbehavior', ['6', '0', '5'])
(12089, 'subito', ['5', '2', '4'])
(12089, 'subito', ['9', '2', '4'])
(150, 'activity', ['11', '2', '8'])
(150, 'activity', ['7', '2', '8'])
(3425, 'destructive', ['10', '2', '4'])
(12848, 'transcript', ['11', '3', '5'])
(7072, 'lagoon', ['2', '4', '5'])
(9792, 'proportions', ['6', '0', '4'])
(8844, 'panache', ['10', '2', '6'])
(8844, 'panache', ['9', '2', '6'])
(12715, 'tissue', ['6', '0', '4'])
(7456, 'lowering', ['2', '2', '4'])
(11270, 'shoemaker', ['3', '2', '4'])
(6609, 'inserted', ['5', '2', '6'])
(6343, 'incapable', ['7', '2', '5'])
(2923, 'cremation', ['10', '3', '5'])
(12682, 'tile', ['11', '4', '6'])
(10576, 'retaliate', ['1', '2', '5'])
(10576, 'retaliate', ['10', '2', '5'])
(760, 'ascension', ['11', '2', '3'])
(5131, 'fountain', ['2', '3', '3'])
(9509, 'praise', ['6', '0', '2'])
(10548, 'responsible', ['6', '0', '3'])
(12649, 'throttle', ['6', '0', '5'])
(4413, 'esteem', ['6', '0', '1'])
(8534, 'offender', ['1', '2', '4'])
(10421, 'renovation', ['6', '0', '1'])
(11253, 'shingle', ['3', '2', '4'])
(12830, 'training', ['2', '2', '4'])
(5043, 'forage', ['6', '0', '3'])
(3160, 'debacle', ['1', '2', '5'])
(519, 'angling', ['6', '0', '5'])
(12754, 'toothache', ['6', '0', '5'])
(5648, 'guillotine', ['5', '2', '6'])
(5648, 'guillotine', ['10', '2', '6'])
(13066, 'ugliness', ['1', '2', '5'])
(13066, 'ugliness', ['5', '2', '5'])
(4336, 'epidemic', ['6', '0', '4'])
(8127, 'muck', ['3', '3', '5'])
(4284, 'enlist', ['5', '2', '5'])
(4525, 'exertion', ['6', '0', '4'])
(4915, 'flagrant', ['10', '2', '5'])
(7088, 'landlocked', ['3', '2', '4'])
(9858, 'prying', ['1', '2', '5'])
(5384, 'ghastly', ['5', '2', '3'])
(2443, 'comprehend', ['6', '0', '4'])
(5430, 'glimmer', ['6', '0', '2'])
(4661, 'facsimile', ['6', '0', '3'])
(200, 'admirable', ['6', '0', '2'])
(7646, 'marrow', ['11', '2', '2'])
(11118, 'sensibly', ['6', '0', '4'])
(3998, 'dusk', ['5', '2', '5'])
(11130, 'sentry', ['5', '2', '5'])
(10814, 'runway', ['5', '4', '5'])
(1150, 'befriend', ['9', '4', '10'])
(10160, 'rebut', ['9', '2', '5'])
(5664, 'gunpowder', ['5', '3', '5'])
(3605, 'discern', ['11', '2', '5'])
(13758, 'wasteful', ['4', '3', '5'])
(6639, 'instinct', ['11', '2', '5'])
(6639, 'instinct', ['4', '2', '5'])
(2134, 'clap', ['6', '0', '3'])
(11732, 'spice', ['10', '3', '5'])
(13763, 'watchman', ['12', '2', '5'])
(13763, 'watchman', ['2', '2', '5'])
(6915, 'jockey', ['6', '0', '4'])
(8566, 'omit', ['1', '2', '5'])
(8566, 'omit', ['5', '2', '5'])
(9571, 'prejudicial', ['1', '3', '5'])
(5939, 'hinge', ['3', '2', '4'])
(10965, 'scholar', ['6', '0', '5'])
(7185, 'lecturer', ['6', '0', '5'])
(9840, 'provincial', ['6', '0', '4'])
(3809, 'dividend', ['4', '2', '4'])
(10154, 'rebel', ['10', '3', '5'])
(2006, 'checker', ['6', '0', '3'])
(7782, 'menial', ['5', '3', '5'])
(6011, 'hop', ['4', '2', '3'])
(13108, 'unbelief', ['1', '3', '5'])
(10031, 'racket', ['6', '0', '4'])
(1929, 'cerebral', ['5', '3', '5'])
(275, 'affirmation', ['11', '2', '8'])
(3054, 'cusp', ['3', '2', '5'])
(4802, 'ferry', ['11', '3', '5'])
(3419, 'destiny', ['6', '0', '3'])
(12281, 'susceptible', ['6', '0', '5'])
(13228, 'unhappy', ['3', '2', '5'])
(610, 'apostasy', ['1', '3', '11'])
(610, 'apostasy', ['3', '3', '11'])
(535, 'annihilate', ['1', '2', '5'])
(6614, 'insignia', ['1', '2', '5'])
(6614, 'insignia', ['2', '2', '5'])
(5969, 'holding', ['4', '2', '4'])
(9680, 'probability', ['6', '0', '4'])
(2542, 'conflict', ['1', '2', '5'])
(2542, 'conflict', ['10', '2', '5'])
(2332, 'coming', ['6', '0', '3'])
(3160, 'debacle', ['1', '4', '4'])
(1715, 'camouflage', ['4', '3', '4'])
(12869, 'transmit', ['11', '2', '4'])
(1657, 'buying', ['10', '2', '4'])
(2146, 'classification', ['11', '2', '4'])
(6815, 'iota', ['11', '2', '6'])
(6815, 'iota', ['12', '2', '6'])
(13281, 'unlucky', ['12', '2', '4'])
(8033, 'monogamy', ['11', '2', '4'])
(11881, 'static', ['11', '2', '3'])
(1130, 'beau', ['10', '2', '3'])
(12960, 'triumphant', ['6', '0', '3'])
(2089, 'cigar', ['3', '4', '4'])
(6411, 'indelible', ['1', '3', '4'])
(10680, 'ring', ['6', '0', '5'])
(3002, 'cuckoo', ['6', '0', '3'])
(13282, 'unmanageable', ['1', '2', '5'])
(13282, 'unmanageable', ['10', '2', '5'])
(4485, 'exceed', ['4', '3', '5'])
(2398, 'compensate', ['2', '2', '3'])
(9521, 'precaution', ['12', '3', '8'])
(10826, 'rye', ['3', '3', '5'])
(5453, 'gluttony', ['4', '2', '4'])
(9465, 'possession', ['10', '2', '4'])
(4956, 'flexion', ['4', '3', '5'])
(8838, 'palpable', ['6', '0', '4'])
(5303, 'gardener', ['4', '3', '4'])
(6696, 'intercession', ['6', '0', '5'])
(6696, 'intercession', ['6', '0', '5'])
(10463, 'repression', ['1', '2', '5'])
(12, 'abdomen', ['6', '0', '4'])
(7575, 'manage', ['6', '0', '4'])
(13400, 'unyielding', ['6', '0', '4'])
(8122, 'movement', ['2', '2', '4'])
(4640, 'extrusion', ['6', '0', '5'])
(9326, 'pleated', ['10', '2', '5'])
(8404, 'nourishment', ['6', '0', '5'])
(6005, 'hoof', ['3', '3', '5'])
(1359, 'bobbin', ['6', '0', '4'])
(12386, 'tabulate', ['6', '0', '3'])
(5965, 'hog', ['6', '0', '5'])
(646, 'apprehend', ['12', '2', '4'])
(8126, 'mow', ['4', '2', '3'])
(3629, 'discount', ['6', '0', '3'])
(14028, 'yearning', ['6', '0', '2'])
(7871, 'mile', ['4', '2', '4'])
(5370, 'genuine', ['4', '2', '4'])
(10955, 'scene', ['11', '2', '4'])
(10955, 'scene', ['5', '2', '4'])
(10136, 'reality', ['2', '2', '4'])
(11646, 'sorghum', ['11', '2', '4'])
(10252, 'reel', ['6', '0', '4'])
(6848, 'island', ['6', '0', '3'])
(12250, 'supremely', ['2', '2', '5'])
(13846, 'whirlwind', ['11', '2', '5'])
(2548, 'confound', ['6', '0', '3'])
(9118, 'perpetuity', ['11', '2', '4'])
(9118, 'perpetuity', ['11', '2', '4'])
(1829, 'cascade', ['2', '3', '4'])
(2741, 'coolness', ['2', '2', '4'])
(8458, 'object', ['1', '3', '17'])
(3826, 'doctrine', ['6', '0', '4'])
(10221, 'recreational', ['6', '0', '3'])
(11868, 'starlight', ['11', '2', '4'])
(6950, 'juicy', ['10', '2', '5'])
(6950, 'juicy', ['7', '2', '5'])
(3323, 'denounce', ['1', '2', '5'])
(3323, 'denounce', ['10', '2', '5'])
(4434, 'euchre', ['6', '0', '3'])
(10909, 'sauce', ['10', '3', '5'])
(7521, 'magazine', ['11', '3', '3'])
(4988, 'fluffy', ['6', '0', '3'])
(3808, 'divided', ['6', '0', '3'])
(6131, 'hydrology', ['2', '3', '5'])
(9800, 'prose', ['5', '3', '4'])
(241, 'adverse', ['10', '2', '4'])
(2977, 'cruise', ['11', '2', '3'])
(12144, 'successful', ['4', '2', '4'])
(5994, 'honest', ['11', '2', '3'])
(5994, 'honest', ['11', '2', '3'])
(10024, 'rabble', ['1', '2', '4'])
(5330, 'gaunt', ['12', '2', '5'])
(5330, 'gaunt', ['3', '2', '5'])
(4475, 'exaltation', ['11', '2', '3'])
(7563, 'malicious', ['1', '2', '4'])
(480, 'amusement', ['8', '4', '14'])
(480, 'amusement', ['7', '4', '14'])
(3013, 'culprit', ['1', '2', '5'])
(9074, 'perennial', ['4', '2', '4'])
(9738, 'prohibitive', ['10', '2', '6'])
(851, 'atonement', ['11', '2', '4'])
(7416, 'longitudinal', ['11', '2', '4'])
(7461, 'loyalty', ['11', '2', '4'])
(8496, 'obstruction', ['3', '2', '5'])
(4161, 'embassy', ['4', '2', '4'])
(35, 'abortive', ['1', '3', '10'])
(35, 'abortive', ['10', '3', '10'])
(35, 'abortive', ['3', '3', '10'])
(399, 'allotment', ['11', '3', '12'])
(3292, 'deluge', ['6', '0', '4'])
(3669, 'dishonor', ['11', '2', '6'])
(3669, 'dishonor', ['1', '2', '6'])
(8399, 'notoriety', ['6', '0', '4'])
(6521, 'inform', ['2', '2', '4'])
(1396, 'booby', ['7', '2', '4'])
(2579, 'connoisseur', ['2', '2', '2'])
(7440, 'lotion', ['6', '0', '3'])
(7615, 'manual', ['6', '0', '4'])
(6438, 'indirect', ['4', '2', '4'])
(4020, 'eagerness', ['9', '2', '5'])
(526, 'animated', ['12', '3', '12'])
(526, 'animated', ['2', '3', '12'])
(7027, 'knead', ['3', '2', '4'])
(55, 'abstain', ['11', '2', '7'])
(11136, 'sepsis', ['10', '2', '6'])
(11136, 'sepsis', ['3', '2', '6'])
(7670, 'mastermind', ['1', '2', '3'])
(10816, 'rural', ['3', '3', '3'])
(4965, 'flirt', ['6', '0', '1'])
(9859, 'psalm', ['11', '3', '4'])
(7564, 'malign', ['5', '4', '8'])
(12649, 'throttle', ['10', '2', '5'])
(4535, 'exhortation', ['6', '0', '4'])
(11809, 'squall', ['2', '2', '4'])
(6616, 'insignificant', ['5', '2', '6'])
(13574, 'veto', ['10', '2', '5'])
(6516, 'infliction', ['1', '3', '5'])
(8932, 'partly', ['6', '0', '4'])
(5668, 'gust', ['11', '4', '16'])
(5668, 'gust', ['2', '4', '16'])
(13359, 'unsurpassed', ['6', '0', '2'])
(8927, 'particulars', ['1', '2', '5'])
(7598, 'manifestation', ['11', '2', '5'])
(3511, 'diet', ['4', '4', '4'])
(8837, 'palmer', ['6', '0', '3'])
(9681, 'probable', ['6', '0', '5'])
(854, 'atrocity', ['6', '0', '4'])
(6195, 'illustrate', ['4', '2', '4'])
(6369, 'include', ['11', '2', '4'])
(6369, 'include', ['2', '2', '4'])
(9952, 'pyramid', ['12', '3', '6'])
(6641, 'institute', ['5', '3', '3'])
(9134, 'personification', ['6', '0', '4'])
(3274, 'deliberate', ['6', '0', '3'])
(11367, 'simulate', ['6', '0', '5'])
(3614, 'disclose', ['5', '3', '4'])
(2698, 'conundrum', ['6', '0', '3'])
(9855, 'prudent', ['6', '0', '4'])
(6755, 'intolerant', ['1', '2', '5'])
(6755, 'intolerant', ['4', '2', '5'])
(1520, 'brigade', ['2', '3', '4'])
(7672, 'mastery', ['6', '0', '3'])
(3937, 'drivel', ['6', '0', '4'])
(3576, 'disagree', ['6', '0', '4'])
(7043, 'knowledge', ['6', '0', '3'])
(8641, 'orb', ['11', '2', '5'])
(9048, 'peninsula', ['3', '3', '5'])
(11045, 'secession', ['6', '0', '3'])
(715, 'armament', ['6', '0', '4'])
(7958, 'mistake', ['5', '2', '4'])
(5224, 'fulcrum', ['5', '2', '6'])
(9444, 'porous', ['3', '2', '5'])
(7668, 'massive', ['6', '0', '4'])
(6339, 'inborn', ['3', '2', '5'])
(5821, 'heartburn', ['10', '4', '5'])
(277, 'affirmatively', ['2', '3', '7'])
(3348, 'deportation', ['1', '3', '5'])
(13025, 'turmoil', ['1', '2', '5'])
(13025, 'turmoil', ['7', '2', '5'])
(1893, 'cede', ['6', '0', '4'])
(11538, 'smug', ['6', '0', '4'])
(8336, 'nihilism', ['1', '2', '3'])
(11996, 'straighten', ['6', '0', '5'])
(3800, 'diversion', ['6', '0', '3'])
(2079, 'chuckle', ['6', '0', '2'])
(12912, 'trellis', ['11', '3', '4'])
(9879, 'publisher', ['6', '0', '5'])
(13424, 'usage', ['9', '2', '5'])
(6959, 'junk', ['5', '2', '4'])
(8028, 'monetary', ['4', '3', '4'])
(10869, 'salve', ['12', '2', '3'])
(3292, 'deluge', ['2', '11', '19'])
(5232, 'fumigation', ['5', '3', '5'])
(6198, 'illustrious', ['6', '0', '3'])
(1864, 'caterpillar', ['6', '0', '3'])
(3562, 'diplomatic', ['5', '2', '4'])
(9274, 'pivot', ['3', '2', '5'])
(13224, 'ungodly', ['1', '2', '4'])
(13224, 'ungodly', ['10', '2', '4'])
(11310, 'shrub', ['4', '5', '5'])
(11966, 'stocking', ['10', '2', '5'])
(10566, 'result', ['4', '2', '5'])
(12822, 'traditional', ['9', '2', '4'])
(3545, 'diminish', ['6', '0', '4'])
(7187, 'ledger', ['4', '2', '5'])
(507, 'anchorage', ['2', '3', '3'])
(3823, 'docket', ['3', '2', '4'])
(10346, 'rejoice', ['12', '2', '4'])
(13456, 'valiant', ['6', '0', '3'])
(6293, 'impress', ['6', '0', '4'])
(12830, 'training', ['6', '0', '3'])
(663, 'apron', ['11', '8', '13'])
(13017, 'tunnel', ['3', '3', '5'])
(944, 'avoidance', ['1', '3', '5'])
(13257, 'unison', ['2', '2', '5'])
(3959, 'drumming', ['3', '2', '4'])
(14001, 'writ', ['11', '2', '4'])
(1737, 'cane', ['5', '3', '4'])
(1483, 'brawl', ['10', '2', '5'])
(1483, 'brawl', ['3', '2', '5'])
(12710, 'tirade', ['1', '2', '5'])
(12710, 'tirade', ['10', '2', '5'])
(7493, 'luster', ['12', '2', '4'])
(7630, 'marine', ['2', '8', '10'])
(7791, 'merchandise', ['3', '2', '6'])
(11355, 'silly', ['8', '3', '4'])
(13527, 'ventilator', ['11', '3', '3'])
(4184, 'emigration', ['4', '2', '4'])
(4184, 'emigration', ['3', '2', '4'])
(3702, 'disparaging', ['5', '2', '5'])
(12169, 'sugar', ['11', '3', '3'])
(3066, 'cutter', ['5', '2', '3'])
(5213, 'fruit', ['10', '2', '3'])
(13774, 'wavy', ['2', '2', '3'])
(7716, 'meaningless', ['1', '3', '4'])
(306, 'aggravation', ['10', '5', '10'])
(3785, 'disused', ['5', '6', '10'])
(10723, 'rocks', ['5', '3', '5'])
(3166, 'debris', ['3', '3', '5'])
(12139, 'subvert', ['6', '0', '3'])
(12274, 'survey', ['3', '2', '4'])
(13917, 'witch', ['1', '4', '4'])
(149, 'active', ['4', '3', '12'])
(8546, 'offing', ['2', '4', '4'])
(9454, 'portrait', ['6', '0', '4'])
(4537, 'exile', ['11', '2', '4'])
(9117, 'perpetuation', ['6', '0', '4'])
(12522, 'tense', ['10', '2', '5'])
(2514, 'conductor', ['2', '2', '3'])
(7156, 'layered', ['12', '2', '5'])
(10645, 'rhythm', ['6', '0', '4'])
(12655, 'thumb', ['8', '2', '4'])
(2144, 'classical', ['5', '2', '3'])
(12077, 'sty', ['3', '5', '5'])
(7839, 'mew', ['2', '2', '5'])
(7839, 'mew', ['8', '2', '5'])
(4732, 'fasten', ['5', '2', '4'])
(6590, 'inoculation', ['6', '0', '4'])
(3429, 'detail', ['1', '2', '3'])
(926, 'auxiliary', ['7', '2', '3'])
(12297, 'swagger', ['6', '0', '3'])
(9795, 'proprietary', ['6', '0', '3'])
(13380, 'unusual', ['6', '0', '5'])
(10228, 'rectify', ['6', '0', '4'])
(3238, 'defiance', ['6', '0', '3'])
(5898, 'hermit', ['5', '2', '4'])
(14040, 'yielding', ['12', '2', '3'])
(4023, 'earl', ['9', '4', '6'])
(6651, 'instrumental', ['6', '0', '3'])
(203, 'admiration', ['11', '3', '5'])
(4454, 'eventuality', ['5', '2', '4'])
(2346, 'commentary', ['5', '2', '5'])
(4521, 'exempt', ['12', '2', '3'])
(3357, 'depreciated', ['6', '0', '4'])
(7095, 'lane', ['5', '3', '4'])
(10178, 'recidivism', ['3', '2', '4'])
(551, 'anomalous', ['5', '3', '7'])
(6750, 'intimation', ['6', '0', '5'])
(419, 'alter', ['5', '3', '5'])
(12391, 'tackle', ['6', '0', '3'])
(13213, 'unfavorable', ['7', '2', '4'])
(13213, 'unfavorable', ['7', '2', '4'])
(6069, 'huff', ['1', '2', '4'])
(1288, 'blanket', ['2', '2', '4'])
(5532, 'grapes', ['9', '4', '4'])
(6951, 'jumble', ['6', '0', '4'])
(7865, 'mighty', ['5', '2', '4'])
(2042, 'chimera', ['6', '0', '3'])
(9998, 'question', ['6', '0', '4'])
(1434, 'bottle', ['11', '2', '4'])
(1434, 'bottle', ['4', '2', '4'])
(13267, 'unjust', ['1', '2', '5'])
(13287, 'unmistakable', ['6', '0', '3'])
(2980, 'crumbling', ['3', '3', '5'])
(2713, 'conversational', ['2', '2', '5'])
(3652, 'disembodied', ['1', '2', '4'])
(7059, 'lack', ['5', '3', '3'])
(6219, 'immediately', ['10', '2', '4'])
(6219, 'immediately', ['12', '2', '4'])
(14008, 'wrongful', ['1', '5', '5'])
(8957, 'pasture', ['4', '3', '3'])
(323, 'agreed', ['3', '4', '10'])
(4075, 'eel', ['5', '2', '4'])
(10798, 'ruinous', ['6', '0', '3'])
(5748, 'hardy', ['10', '2', '4'])
(3820, 'docile', ['6', '0', '3'])
(5098, 'formative', ['6', '0', '4'])
(1477, 'branching', ['6', '0', '3'])
(10233, 'recur', ['5', '2', '4'])
(7247, 'letters', ['11', '2', '4'])
(5152, 'fraternal', ['2', '3', '4'])
(12122, 'substantiate', ['11', '2', '5'])
(10157, 'rebound', ['6', '0', '4'])
(2173, 'clerkship', ['5', '2', '5'])
(11802, 'spur', ['5', '2', '4'])
(13147, 'uncut', ['6', '0', '5'])
(9514, 'pray', ['11', '2', '4'])
(3182, 'deception', ['1', '2', '5'])
(3182, 'deception', ['4', '2', '5'])
(235, 'advantageous', ['4', '3', '9'])
(6329, 'inalienable', ['6', '0', '4'])
(5034, 'foolish', ['8', '2', '5'])
(7010, 'kindergarten', ['6', '0', '5'])
(7250, 'levee', ['3', '2', '3'])
(9770, 'pronunciation', ['5', '2', '5'])
(10272, 'refraction', ['11', '3', '4'])
(8780, 'overwhelmed', ['1', '3', '4'])
(7729, 'medal', ['12', '3', '3'])
(3046, 'curtail', ['1', '3', '4'])
(3267, 'delay', ['5', '2', '4'])
(7739, 'mediator', ['4', '2', '4'])
(7644, 'marriage', ['6', '0', '1'])
(12663, 'thyme', ['4', '4', '5'])
(13451, 'vagueness', ['5', '3', '4'])
(2813, 'cottage', ['11', '2', '6'])
(2813, 'cottage', ['12', '2', '6'])
(2813, 'cottage', ['3', '2', '6'])
(11274, 'shop', ['8', '2', '5'])
(3305, 'demolition', ['1', '2', '3'])
(11999, 'strained', ['3', '2', '6'])
(368, 'alien', ['4', '2', '5'])
(368, 'alien', ['9', '2', '5'])
(368, 'alien', ['9', '2', '5'])
(5144, 'fragrance', ['8', '2', '4'])
(5144, 'fragrance', ['9', '2', '4'])
(10532, 'respect', ['6', '0', '3'])
(3789, 'divan', ['9', '2', '4'])
(6970, 'jute', ['4', '3', '5'])
(4422, 'etching', ['5', '3', '4'])
(13311, 'unpredictable', ['7', '3', '5'])
(12256, 'surgeon', ['6', '0', '4'])
(4190, 'emit', ['6', '0', '4'])
(9127, 'persistence', ['4', '2', '5'])
(9318, 'playmate', ['6', '0', '3'])
(6531, 'infuse', ['6', '0', '4'])
(5738, 'harass', ['6', '0', '4'])
(10599, 'retrograde', ['5', '2', '5'])
(10599, 'retrograde', ['3', '2', '5'])
(3466, 'device', ['11', '2', '4'])
(10987, 'scorching', ['10', '2', '3'])
(1250, 'binocular', ['1', '4', '4'])
(11243, 'shepherd', ['4', '2', '4'])
(7899, 'miniature', ['8', '2', '5'])
(4712, 'fanfare', ['6', '0', '2'])
(12117, 'subsist', ['5', '2', '5'])
(12117, 'subsist', ['4', '2', '5'])
(13329, 'unrelenting', ['1', '3', '5'])
(8532, 'offend', ['6', '0', '4'])
(13518, 'veneration', ['11', '3', '5'])
(4474, 'exalt', ['6', '0', '5'])
(4668, 'faculty', ['6', '0', '3'])
(10201, 'recommend', ['6', '0', '3'])
(8410, 'nozzle', ['2', '2', '4'])
(2193, 'cloister', ['1', '2', '4'])
(11942, 'stifle', ['6', '0', '3'])
(13953, 'wordy', ['10', '3', '4'])
(1608, 'buoyancy', ['6', '0', '3'])
(5565, 'greedy', ['4', '4', '5'])
(4187, 'eminently', ['6', '0', '6'])
(7451, 'lovely', ['8', '5', '5'])
(9811, 'prostitute', ['1', '2', '5'])
(9811, 'prostitute', ['10', '2', '5'])
(10486, 'requisition', ['10', '2', '5'])
(12917, 'tremor', ['6', '0', '4'])
(698, 'area', ['11', '3', '8'])
(4109, 'elbow', ['11', '2', '6'])
(4109, 'elbow', ['8', '2', '6'])
(10674, 'rigid', ['5', '2', '5'])
(4938, 'flatten', ['3', '3', '5'])
(1155, 'beginner', ['11', '2', '5'])
(12430, 'tantamount', ['5', '2', '5'])
(4537, 'exile', ['1', '2', '3'])
(9285, 'plaintiff', ['1', '2', '5'])
(4487, 'excel', ['12', '2', '2'])
(3738, 'dissect', ['3', '4', '5'])
(4371, 'erase', ['6', '0', '4'])
(4085, 'efficiency', ['6', '0', '3'])
(5966, 'hoist', ['3', '2', '5'])
(13996, 'wring', ['6', '0', '4'])
(3905, 'drama', ['9', '2', '4'])
(13711, 'waive', ['6', '0', '3'])
(11386, 'sinner', ['5', '2', '4'])
(7485, 'lurch', ['5', '3', '5'])
(8622, 'optic', ['11', '2', '3'])
(11150, 'serif', ['1', '4', '5'])
(11686, 'speaker', ['1', '2', '5'])
(6596, 'inquirer', ['12', '3', '5'])
(1679, 'cadet', ['6', '0', '3'])
(853, 'atrocious', ['1', '4', '9'])
(13218, 'unforeseen', ['6', '0', '5'])
(12450, 'tasty', ['8', '2', '4'])
(8654, 'ordination', ['11', '6', '6'])
(5698, 'hallowed', ['6', '0', '3'])
(2919, 'creed', ['9', '2', '3'])
(1353, 'boarding', ['5', '2', '5'])
(1353, 'boarding', ['12', '2', '5'])
(6913, 'job', ['1', '2', '6'])
(6913, 'job', ['5', '2', '6'])
(8498, 'obtain', ['6', '0', '3'])
(244, 'advertisement', ['11', '3', '15'])
(244, 'advertisement', ['5', '3', '15'])
(244, 'advertisement', ['4', '3', '15'])
(8785, 'ownership', ['6', '0', '4'])
(3860, 'donation', ['6', '0', '7'])
(6015, 'hopelessness', ['1', '2', '4'])
(6015, 'hopelessness', ['5', '2', '4'])
(3806, 'divestment', ['10', '3', '5'])
(14028, 'yearning', ['12', '2', '4'])
(7509, 'mace', ['1', '2', '5'])
(526, 'animated', ['12', '3', '13'])
(9329, 'plenary', ['1', '2', '4'])
(10828, 'sable', ['1', '4', '5'])
(4354, 'equation', ['11', '2', '5'])
(4354, 'equation', ['5', '2', '5'])
(3293, 'delusion', ['9', '3', '6'])
(10310, 'regression', ['2', '2', '5'])
(1840, 'caste', ['11', '2', '5'])
